200,13655,3
9645,6285,5
40,2999,3
5034,3168,5
15106,12105,5
7993,5502,2
170,11961,4
11118,7332,5
3734,2227,5
45,14503,4
6016,11978,2
1333,2686,4
682,6141,5
3230,3173,4
5837,4002,5
7305,13164,5
14476,11687,3
1039,4178,4
3864,12354,5
1374,13012,1
3965,12014,3
12,6000,4
1333,15683,2
17162,14436,5
5275,3248,5
7829,7839,4
2467,7539,5
6639,6701,5
3154,6764,5
340,12089,5
4547,12921,1
1075,10066,3
536,4137,5
4681,2601,2
1964,15794,5
6126,6058,2
2864,4091,3
9439,13392,4
6841,6320,5
1068,9262,4
4847,4799,3
6800,5327,5
1257,15582,3
12121,7815,5
483,12516,5
11108,7332,4
208,2273,4
12630,8548,4
16388,13199,5
119,14438,4
3676,11195,5
1343,9066,4
406,12167,5
16088,12852,4
2285,4584,4
106,7027,2
1545,13590,4
1607,6192,4
35,7512,5
9343,6220,5
1260,8709,3
152,6152,5
1393,12396,4
6443,10446,5
6012,4127,4
11019,7095,1
380,11984,5
14035,11047,5
169,7583,4
10407,6672,2
10416,6691,5
8311,7332,4
1786,586,4
10469,6701,5
13830,10655,5
147,10240,5
5235,3234,5
875,6246,5
1109,6599,4
438,2489,4
4400,2349,2
775,59,4
141,12104,5
6003,7732,1
1124,7960,4
12427,8158,2
12480,8233,5
9627,6282,4
305,9127,5
11367,7404,5
9200,6307,5
571,6159,4
8133,6159,4
678,12342,5
454,8765,5
7015,4383,2
5750,3849,5
779,2218,4
242,12055,4
14693,11973,2
392,7372,4
3034,10452,5
4514,14415,4
1154,12026,3
5813,3977,3
8191,6144,4
200,1275,4
1976,468,5
909,6097,5
2341,2349,5
8924,6129,4
3792,12021,5
1075,14561,3
866,7949,4
279,11650,4
478,14361,2
1830,15128,3
1621,6491,5
5837,4488,3
777,681,5
4969,3161,5
1340,12566,5
2988,10779,4
11619,12093,5
1533,8600,2
167,14361,2
11507,7493,5
12766,8705,5
10845,6901,5
1786,11762,4
10465,6701,5
5145,7864,5
529,7559,5
356,9079,5
2034,16010,2
1711,2233,4
39,6098,5
11224,7332,5
280,11987,5
11407,12326,5
13309,10139,3
40,9343,2
40,9007,4
1626,3529,5
278,2227,5
6150,12105,4
1257,2608,5
60,4634,5
13637,10318,5
10327,6635,5
804,634,4
425,67,4
7695,5064,5
611,14398,5
4087,2267,1
557,11053,5
6998,7815,5
3987,2256,4
17140,14435,4
13778,10543,5
7593,5027,4
1075,5624,4
10259,6613,4
12529,8965,4
91,56,5
17441,15069,5
1774,337,4
4526,13485,4
16611,13429,2
4608,6097,5
170,37,4
3530,2078,5
161,8847,4
2000,4108,1
4623,8600,5
340,14399,4
552,6718,1
8418,6068,4
5254,12123,3
14314,11445,5
5111,8233,5
2498,943,5
1400,9208,4
15508,12314,3
1561,814,5
704,6032,1
1946,13400,2
175,6562,2
297,13528,4
1143,92,4
1829,13740,4
9370,6239,3
11430,7438,4
4806,13332,4
2500,8639,5
3830,11920,4
2284,762,3
12,6163,3
58,22,2
1622,4683,5
3181,1817,5
11617,14399,5
200,13923,3
1333,15658,3
2102,5002,5
170,6163,4
1770,15389,2
1864,404,4
289,7572,5
6022,12078,3
39,14588,2
1886,13640,2
61,11340,5
1732,12329,3
10,7530,2
3496,13199,5
400,36,4
12679,8637,5
1786,13749,3
3328,5778,5
28,7567,5
17144,14435,5
10003,6390,5
40,1002,3
1127,10453,5
901,14714,4
6118,11897,3
2858,3297,5
1971,9791,4
5785,6921,5
6107,4592,5
4019,7140,4
1075,14126,2
4134,2276,2
4623,2528,3
4591,11037,5
4869,9573,5
3168,1811,1
9297,6212,3
546,6088,4
1359,8511,4
15437,12294,5
398,11208,3
3487,9071,1
328,6514,4
96,4157,5
5660,11232,4
1353,13412,1
6218,4157,5
4577,2490,3
300,7095,2
15364,12252,3
8171,6988,4
415,7546,5
1657,2741,3
15051,12105,4
796,59,5
15433,12292,5
1875,9241,5
14994,12101,5
205,6040,4
4663,4109,5
5042,11923,5
163,10134,5
7765,8513,5
1249,502,2
39,5083,5
65,10127,4
4682,13528,4
2068,12716,5
4939,3154,5
108,5799,1
5102,7864,2
10522,6701,5
12552,8358,5
946,106,5
2457,11111,5
1607,12345,3
354,5046,5
8301,6141,5
3347,10460,5
14684,11968,5
1075,10080,3
13369,10186,4
106,14391,1
9370,12516,5
3965,7589,5
1248,14555,4
1249,3027,4
1019,13692,2
315,6068,4
1781,13531,3
9626,6282,3
175,6017,3
318,7501,4
716,7592,4
7577,5016,5
2616,6195,5
4317,12342,1
39,8960,2
3237,13247,1
1260,12538,1
10525,6701,5
2073,6322,5
12521,14402,3
4993,3165,5
1249,14119,3
3728,7584,5
8770,6119,5
304,7516,4
984,6219,4
136,14416,5
1452,369,3
376,36,4
4506,2366,5
1798,5746,5
1360,1473,4
3466,9176,5
147,11072,3
39,14429,2
200,15881,3
957,6762,2
957,12361,4
1402,15327,4
1684,2344,3
9663,12405,2
6063,12093,4
1974,13622,4
3042,1577,4
1333,9456,2
11314,7378,5
2858,8612,3
105,11034,5
182,6617,2
17032,14410,4
875,9025,5
13479,13300,5
119,14873,2
3457,1995,2
15750,12403,4
13639,10322,5
16599,13412,4
1075,13259,2
5622,4395,5
1147,7802,4
227,7378,4
5932,5093,5
12473,8233,5
409,15003,4
1075,9056,2
14,11987,4
2961,1464,4
3258,2025,4
1190,98,5
1068,2530,3
14461,11660,5
681,12417,3
1607,8965,3
3573,2131,5
1249,10702,5
27,12237,5
11486,7484,5
1657,4661,5
2073,566,2
8254,6033,3
8062,5706,5
1075,13808,1
807,7580,2
1711,13723,1
1607,2644,4
73,6109,3
3792,13698,5
11045,7112,5
11900,12975,4
4517,2375,4
10606,6762,4
1607,9077,4
2479,8444,4
1508,5172,5
3570,6740,5
7122,4386,5
1127,9268,4
61,11009,5
747,6588,5
1915,16116,2
249,50,5
3043,1578,4
9848,6317,3
16613,13438,4
242,12959,4
949,78,5
1343,15378,4
205,14477,4
2964,1471,3
5437,3403,5
6350,6044,4
1761,12034,2
585,53,3
16036,12692,2
2846,8080,5
238,7486,3
2670,7404,4
65,681,4
1333,14894,5
200,12332,5
682,2487,1
12725,8659,5
13504,10227,5
2341,8560,5
27,63,2
6539,11978,4
3938,8643,4
1905,4696,5
1905,11307,5
949,6694,5
2384,807,5
11831,14397,5
6302,4160,5
175,9001,3
2666,9211,5
4672,13665,4
733,8327,3
4138,2276,5
301,10070,5
1333,15279,4
1333,7435,2
5984,12812,3
40,1172,4
7796,5110,5
155,12010,4
1863,2916,3
328,13092,4
2298,775,5
12592,8495,5
3890,11973,5
777,14325,4
2063,9748,4
175,8570,4
6647,11986,5
10025,6410,4
7176,6411,3
9450,6261,4
388,43,5
4613,2523,4
6444,4168,5
1814,349,4
1451,10240,5
1075,1045,3
2428,851,3
4036,2267,5
6034,12102,4
1257,2843,3
14978,12442,5
3230,11255,4
1788,3684,4
4851,5264,5
926,3173,5
15487,12304,4
9594,6272,5
3709,5035,4
16746,15860,3
9327,6219,5
794,8378,5
2286,12785,4
6619,4345,5
4112,7640,2
4710,8980,5
14374,13484,3
1825,2738,2
1257,13524,4
4578,6459,5
3440,1990,5
8651,6109,4
106,14945,1
6796,4198,2
1353,9102,3
37,5046,4
27,6280,2
1095,10807,3
2402,12365,4
14754,11984,4
666,12789,2
1911,9810,5
3654,2217,5
188,10592,4
12,11925,4
720,12105,5
7121,4386,5
14653,13342,5
5024,3166,5
2417,844,2
3568,2121,5
2000,8637,4
4560,5048,4
1655,13412,2
1819,9568,3
1333,8287,5
322,14326,2
9396,6240,5
1143,8098,3
1761,11994,5
1607,8652,4
62,2670,5
13549,10274,5
7904,5264,5
461,6018,4
7354,12445,4
11801,7630,5
6881,4206,5
970,82,5
1343,13155,5
2775,1251,4
1343,14143,4
200,15691,2
3536,3736,5
62,13605,5
301,12373,4
13644,11171,5
2176,7919,5
1203,12138,4
8093,5970,4
127,48,4
2611,6746,5
3833,6565,4
200,7562,3
4912,7545,5
9196,12025,4
2252,8113,3
72,53,3
6044,4169,5
5937,4112,5
2383,8801,4
8785,6119,5
6199,6119,5
161,6090,3
11778,8734,5
3320,2331,2
1794,341,5
2899,6149,5
15334,12239,4
13365,12397,2
776,6174,5
5691,4629,5
161,6207,3
10482,6701,5
3633,14315,3
4442,2353,5
3876,6016,4
1002,5119,4
3507,4584,4
1817,9155,2
1393,7843,3
2451,2249,5
7610,11934,4
2842,10103,5
8034,5626,5
119,5689,3
15201,12138,5
1353,2606,3
480,6565,4
7527,15955,1
5577,3627,5
127,43,4
9820,12478,3
155,11926,4
1128,12332,5
186,8195,5
1374,10251,5
1589,6694,5
8121,12016,5
61,11287,5
9745,13385,2
245,7008,4
6438,4168,5
40,13485,3
12,11894,5
161,13429,2
6118,7431,4
826,12331,4
1143,14223,5
1545,8907,5
2070,7145,4
2504,2148,5
10293,6616,3
2070,6995,4
1075,4430,1
2073,1119,4
12492,8257,5
6555,12227,4
9415,6246,5
1545,3849,4
5599,3645,5
182,2295,2
3246,7847,3
44,6658,4
1052,6623,4
16780,13698,5
2908,1435,4
1052,14527,3
11384,12405,5
13713,10561,5
1020,1249,5
1925,4653,5
3099,11086,5
1343,13086,1
119,15788,2
2787,8065,1
10541,14398,5
824,2252,4
9523,6267,5
8246,6032,5
3252,7705,5
1906,7640,4
1061,7632,5
1751,11306,5
4893,3152,5
2696,12324,1
40,403,4
4452,13491,4
454,10220,5
255,12983,5
5229,3231,5
10387,6790,5
5715,8652,5
2561,5488,5
3705,7661,5
862,589,3
1607,8222,4
106,13507,2
464,6119,1
12357,7950,4
1088,920,4
1075,13424,1
4302,6288,5
7828,5130,5
1648,4683,4
10732,6852,3
7508,9536,5
1140,8856,2
3699,7541,5
106,9065,4
825,12091,5
3758,2227,4
12200,7864,5
12877,8906,4
35,7517,5
1127,13826,3
14394,13419,5
11,6125,4
356,6325,5
8024,15192,5
200,4413,4
2551,4760,4
14656,11956,1
7687,5059,5
1664,13251,2
857,1350,5
852,12193,4
11194,7332,5
1402,15453,4
70,14427,4
15747,12399,5
3889,6565,4
155,6120,4
10884,13551,3
4445,2353,5
6868,4206,4
15990,12714,4
11749,7928,4
5151,3184,3
167,14326,5
10855,11491,4
356,9614,3
15387,12266,3
3499,2290,4
11137,7332,5
2135,4115,5
7345,4599,5
40,11882,3
5025,7664,5
5757,3849,5
3069,15417,1
8000,5514,5
8215,6032,3
1451,2756,4
7224,13419,5
6774,6293,5
4278,10200,4
190,14350,2
8,53,4
1068,9711,4
3069,15309,1
3672,7458,3
17217,14488,5
62,14004,5
252,6597,5
1781,9387,3
11772,7624,4
1206,98,5
5,2214,4
4890,4157,5
35,6644,3
1627,14475,5
1075,9833,2
1223,5055,5
4829,15709,5
7148,4587,2
640,7667,5
2073,2874,2
62,12559,4
1353,15438,4
4750,5412,4
3106,6529,5
300,6398,3
355,50,4
15463,12297,5
13079,13642,4
11361,7423,5
1905,7802,4
3507,11431,5
70,6365,4
7172,14428,5
1607,10753,5
1438,6284,4
1622,4584,5
8435,6068,4
1260,6323,5
1260,2969,5
6145,14397,4
12183,7853,5
1766,333,4
6372,12426,4
1765,8974,3
5931,5102,5
238,7651,3
62,6074,5
1353,13498,3
16873,14153,5
3212,2063,3
10424,6694,5
480,4379,5
147,1350,5
1075,2660,4
13329,10155,5
40,9790,3
5199,15500,3
5154,7740,5
119,1284,4
289,6019,3
2645,7584,5
15288,12200,5
1075,7689,5
8126,6016,1
461,2108,5
562,9301,4
10107,6519,5
5766,12007,5
1866,7561,5
1073,4167,4
1088,12349,4
12463,8233,5
1035,6291,5
10731,14428,5
14737,11982,1
1607,11179,3
1140,827,4
110,14361,1
13716,10452,5
807,6141,4
1401,12779,5
1915,4845,2
8660,7492,4
4005,11491,5
1607,2413,2
7707,12285,4
5369,7667,5
3571,9433,1
875,9240,4
2067,555,5
1803,349,3
5246,12105,4
771,7187,3
461,10743,5
7103,4359,4
998,6806,5
3327,10595,5
8254,12016,3
2383,8695,5
1367,140,4
61,11068,5
1075,9375,2
1343,8660,4
4062,12139,2
1849,8830,5
7453,4649,5
867,12103,4
4003,11973,2
9445,14506,4
200,6031,3
1036,6644,2
2505,2244,4
2984,12468,5
3463,2002,3
2372,796,3
3931,6107,5
4720,13143,4
2073,13717,1
6503,4169,5
1902,8920,5
200,7104,5
8883,6120,1
14673,11962,5
2023,14104,5
6849,10183,2
2895,5002,3
2408,5274,5
157,14334,4
437,14275,5
339,14436,2
42,6565,5
2439,7950,5
4818,9483,5
3890,4142,5
1249,4860,5
3108,1661,4
10499,7467,5
1946,2821,5
3644,2217,5
1125,5194,4
4817,12106,4
2278,756,4
9882,15053,5
2667,6404,5
1928,13642,4
4213,4411,4
136,4142,3
269,2306,4
6849,14530,3
1349,14400,1
1863,7232,2
1127,13749,5
17305,14538,3
9281,6297,5
4580,14326,5
562,14316,4
3541,6921,5
52,7893,5
1542,215,5
1393,13516,2
4682,4503,4
242,6365,2
7999,5514,5
1249,15748,3
2459,3480,5
27,4140,3
10409,8014,5
405,5498,5
4128,6267,3
1343,8937,2
9090,6159,5
10829,8851,5
8497,6068,5
1801,4054,3
409,7611,5
2769,8101,4
2477,8949,5
1075,6600,4
333,6363,5
1127,349,3
3607,3537,4
355,15206,5
1414,178,5
1075,15200,3
2346,791,5
3960,12383,4
108,11321,4
10193,6581,4
1575,11993,5
3579,3854,5
14297,11478,5
2590,7372,4
2389,10973,5
14933,12088,4
6345,6658,3
2727,12472,5
226,6055,5
1343,2524,2
163,7386,4
5270,6212,2
480,6072,3
1145,13485,5
342,12193,3
7389,7715,4
1580,8025,4
3389,4137,5
40,1067,4
8241,6032,4
1208,7815,5
4431,2353,5
2247,10515,4
876,5397,3
6293,4158,4
8170,6097,5
4976,12468,4
62,2276,5
1249,7229,4
14858,13054,5
9275,6284,5
1788,3563,5
1866,1984,5
10864,12044,4
1607,11389,4
2864,15142,5
5416,3380,5
3633,6196,4
28,1,4
10952,7023,4
5824,11357,4
2666,4584,5
585,2227,5
1886,13513,4
119,15133,4
256,23,4
9632,6282,5
1827,8652,4
3525,2304,5
3049,2342,4
119,16083,3
5914,4111,5
2626,1177,5
237,7442,5
2000,493,5
1154,10195,5
1432,193,4
3237,1831,4
656,6016,4
13218,9755,1
207,6047,5
427,8720,2
301,13829,3
1801,4098,5
1249,1094,3
653,6282,3
2267,13193,1
161,775,5
1393,12363,2
5042,4354,5
11482,7484,4
979,15062,4
327,12385,4
13610,10296,5
11703,11921,3
10455,6701,5
16841,13992,4
4169,11988,3
1775,4632,5
2498,15197,2
2065,13199,4
13043,9241,4
461,14551,5
1922,15025,3
11277,14524,4
17067,14428,5
6858,6313,4
1522,8403,4
300,9247,3
62,14017,5
1343,15357,1
1127,4980,5
64,14436,4
44,6090,3
1974,4996,5
1249,9582,3
1260,2671,4
119,15416,3
8821,6119,5
40,9541,4
4498,6357,4
3084,1643,4
990,12292,4
4587,6154,5
10580,6746,4
1467,6385,1
1928,13961,3
2151,8727,5
11956,7717,5
2647,10530,5
4796,13744,3
5926,6119,5
1863,1041,2
4555,11024,5
2630,1177,5
320,72,4
16565,13390,5
8611,12575,5
7875,5199,5
2698,3974,5
1848,443,3
4680,6166,5
40,14307,3
4295,2321,2
13662,10442,5
803,60,5
626,12100,3
15366,12256,4
857,15313,4
12386,8021,5
7483,14277,5
141,2346,3
775,8210,3
2770,10278,5
1153,13164,4
6330,4163,3
35,7675,5
1086,88,3
1911,12385,5
562,8520,5
257,2252,4
356,12796,2
1786,15377,3
1393,8921,4
891,75,4
5354,3646,5
2577,4759,5
61,14392,5
8242,6032,5
7563,13412,4
278,13291,5
127,5019,4
119,15907,5
200,533,4
10466,7820,5
12803,8769,4
6119,4137,5
9482,6265,5
7923,13129,4
413,14355,4
12405,8099,5
1300,8536,5
831,6170,5
11151,7332,5
7630,5046,5
103,2479,5
119,9853,2
1657,9312,4
200,7951,5
8676,7634,5
1127,1987,4
426,14416,5
91,4142,5
7703,5073,2
40,6141,4
1393,6940,4
860,7372,5
14146,11194,5
3580,2141,4
175,6600,5
12257,8233,5
4420,2353,4
15592,12342,4
8410,6068,5
40,5262,4
5477,4488,5
461,15375,3
1949,8664,2
3511,15128,3
5041,11999,5
8039,5626,5
1801,3943,3
8523,12105,5
998,14436,4
9672,14529,3
146,6251,1
1992,480,5
356,13808,4
1823,13698,4
1795,4730,4
11674,7584,5
6517,12309,5
61,12941,5
8922,6129,5
15202,12138,5
3523,2153,4
7500,4789,5
15638,12361,5
318,14432,3
2,6152,5
10935,7231,3
1711,2353,5
1872,11923,5
276,7372,5
3322,1895,5
356,4503,5
119,5340,5
11278,7572,5
21,6101,1
876,484,3
3290,8640,5
321,7370,5
1075,2816,3
11907,7680,5
5358,8646,5
188,10315,5
1786,7226,5
2505,7612,5
5212,4791,4
1607,5464,2
2102,11671,5
159,14352,4
3275,8536,4
91,2267,4
8792,6119,5
1073,4168,5
1824,9698,2
279,15608,4
8945,6141,5
6308,12975,5
3484,10710,4
2858,5765,5
1257,2701,3
11873,7670,5
2363,5150,5
4447,14685,4
1075,8882,3
176,11671,5
1719,312,5
200,7093,4
2073,12248,5
356,2866,5
7086,10235,5
7413,4632,5
1343,15660,3
2073,6403,4
1333,15865,3
5092,3173,4
4635,2535,4
42,12007,5
1075,14292,3
1670,309,2
1201,6328,5
280,6653,4
4209,11901,5
15502,12314,1
4290,2319,3
189,6122,5
11014,10872,5
529,14380,3
240,10102,5
10763,13412,5
1974,14280,3
3908,6159,5
86,12105,2
1091,6038,5
4125,7878,4
1042,6271,4
11048,11770,4
6282,4592,5
2203,13027,4
1781,9285,5
2737,8020,4
8131,6120,5
6390,4207,4
957,14667,3
119,9672,4
27,14461,5
12119,12454,5
1596,12366,5
10256,6613,5
2,7462,4
119,16063,4
2672,1183,4
5064,3173,5
10549,12387,5
562,2260,3
16909,14445,4
10516,7852,4
5360,3305,3
1075,2681,1
1218,10507,4
2574,4718,3
8334,7623,2
11157,7332,4
8115,14429,3
200,15765,5
6552,14398,5
15184,12136,2
17343,14594,5
